STA,YR,MO,DA,MAX,MIN
34022,45,8,27,88.0,55.0
12801,44,5,4,89.0,66.0
33031,44,9,25,80.0,70.0
80510,44,10,17,87.0,74.0
16405,42,8,24,54.0,44.0
33401,45,3,11,88.0,58.0
50801,45,8,23,73.0,65.0
40601,45,1,16,87.0,78.0
22508,40,2,12,77.0,66.0
81702,45,8,29,83.0,66.0
22507,44,2,15,81.0,64.0
22509,40,4,29,84.0,70.0
11606,45,9,14,90.0,81.0
34150,45,5,28,70.0,53.0
10502,44,3,15,85.0,67.0
11604,43,12,14,82.0,69.0
32701,45,6,20,108.0,78.0
50802,43,3,25,90.0,72.0
11604,44,7,9,86.0,79.0
13005,43,12,16,75.0,37.0
81702,43,11,25,95.0,73.0
11615,44,7,15,87.0,72.0
13007,44,12,30,49.0,33.0
33303,45,8,21,100.0,71.0
10718,44,4,18,86.0,76.0
20501,43,2,12,82.0,73.0
50401,44,5,2,86.0,72.0
32803,44,9,10,94.0,76.0
11704,42,6,19,90.0,72.0
22504,44,6,18,84.0,72.0
31501,45,2,9,83.0,70.0
11610,44,10,6,85.0,72.0
10701,44,4,9,94.0,76.0
32801,43,9,9,91.0,78.0
11601,43,2,22,85.0,75.0
10803,43,1,23,85.0,72.0
31501,44,11,20,86.0,73.0
32701,45,7,7,101.0,78.0
22504,41,9,6,84.0,74.0
50401,45,11,28,91.0,73.0
31302,44,1,22,75.0,48.0
61501,43,12,25,88.0,75.0
80411,43,11,2,87.0,75.0
10718,42,12,17,81.0,75.0
21501,45,3,4,77.0,62.0
13005,44,5,9,88.0,50.0
10701,43,4,2,93.0,71.0
16202,43,12,22,28.0,16.0
32906,45,9,5,90.0,76.0
11701,45,7,6,95.0,76.0
11101,44,2,22,75.0,62.0
33303,45,11,8,78.0,56.0
13002,42,12,13,69.0,49.0
10703,44,9,14,84.0,73.0
80412,44,4,26,86.0,74.0
13601,43,11,11,75.0,67.0
33109,44,2,27,61.0,47.0
32904,43,6,15,90.0,74.0
50301,45,11,25,86.0,76.0
10804,43,4,1,93.0,69.0
50401,42,10,8,92.0,71.0
11704,44,9,24,86.0,72.0
50301,44,7,20,83.0,73.0
12706,45,4,28,88.0,74.0
12001,45,2,3,74.0,39.0
61502,43,12,12,85.0,75.0
40601,44,7,8,89.0,79.0
16201,44,5,1,38.0,30.0
50802,45,7,21,76.0,66.0
10701,45,5,29,89.0,75.0
33031,44,9,17,84.0,70.0
34017,45,5,27,72.0,49.0
61502,43,9,23,80.0,69.0
22507,45,1,19,82.0,56.0
33014,43,11,23,58.0,51.0
50303,45,12,22,88.0,73.0
22507,44,11,16,80.0,65.0
32805,43,11,24,83.0,54.0
82502,45,4,29,82.0,53.0
50802,43,5,8,86.0,68.0
11501,45,2,3,83.0,66.0
20501,43,7,24,84.0,74.0
16504,45,3,23,9.0,-11.0
61501,45,6,21,83.0,75.0
82502,43,10,12,87.0,62.0
32815,45,11,29,82.0,56.0
34111,45,1,21,53.0,34.0
10102,42,8,25,80.0,72.0
50303,44,6,20,79.0,71.0
10718,44,8,19,88.0,75.0
22509,40,3,31,80.0,70.0
32701,43,5,31,100.0,79.0
10102,44,12,2,90.0,70.0
11604,43,4,26,83.0,76.0
12001,43,5,22,97.0,69.0
33023,43,5,19,80.0,50.0
50303,45,2,3,88.0,78.0
31501,44,12,8,85.0,69.0
10704,44,2,12,86.0,71.0
16407,43,6,17,55.0,48.0
20501,42,12,15,82.0,72.0
32904,44,12,27,75.0,52.0
11601,44,11,28,86.0,77.0
81702,43,10,29,89.0,70.0
10701,42,7,3,90.0,75.0
12701,44,8,12,94.0,72.0
11103,45,7,6,85.0,76.0
33031,43,3,22,66.0,40.0
10804,43,3,11,96.0,68.0
34022,45,8,12,78.0,56.0
16405,41,9,19,50.0,34.0
11601,43,5,16,85.0,76.0
10701,42,10,23,88.0,73.0
82502,45,6,16,74.0,46.0
40601,44,7,17,89.0,78.0
61501,44,10,22,80.0,70.0
34022,44,10,30,46.0,35.0
33044,44,2,13,44.0,22.0
11103,45,2,15,75.0,66.0
16405,43,4,27,47.0,30.0
11801,45,11,15,90.0,70.0
32601,44,6,12,91.0,80.0
10806,44,3,4,78.0,62.0
11604,45,8,12,86.0,78.0
11604,42,9,19,86.0,78.0
81601,44,3,2,85.0,74.0
11610,45,2,16,84.0,65.0
32815,44,12,31,85.0,54.0
50801,44,1,25,84.0,75.0
33501,44,10,21,80.0,59.0
82502,44,12,6,102.0,67.0
50801,45,2,19,84.0,77.0
33501,45,8,16,99.0,71.0
33109,44,4,18,73.0,52.0
33109,44,7,10,84.0,66.0
10718,45,5,7,88.0,74.0
10701,45,11,5,82.0,75.0
80510,45,3,28,88.0,76.0
33044,43,6,21,89.0,61.0
11615,45,2,4,81.0,64.0
82402,43,3,11,94.0,65.0
22508,43,7,10,82.0,69.0
31101,44,1,6,86.0,55.0
50801,43,11,30,76.0,69.0
11604,45,2,8,81.0,68.0
22504,40,11,16,82.0,73.0
11701,45,3,8,90.0,67.0
34013,45,2,12,64.0,42.0
81702,45,5,16,83.0,65.0
32702,44,12,18,77.0,49.0
10803,43,7,27,89.0,71.0
11610,43,2,7,85.0,64.0
22504,45,12,14,82.0,61.0
11701,45,11,23,89.0,68.0
11901,42,12,18,65.0,51.0
16405,44,6,12,57.0,38.0
32701,44,4,23,111.0,77.0
11610,43,3,10,83.0,70.0
10001,45,6,15,88.0,74.0
13002,44,8,6,84.0,70.0
10101,44,11,25,87.0,71.0
22507,44,1,10,77.0,65.0
33303,43,11,28,78.0,59.0
10804,45,3,14,97.0,70.0
22507,43,3,11,75.0,60.0
50304,45,2,3,85.0,76.0
10701,42,8,11,82.0,74.0
34002,44,6,10,71.0,62.0
34109,44,2,10,53.0,39.0
80412,45,5,16,87.0,74.0
80412,44,10,17,86.0,71.0
50403,44,2,7,87.0,74.0
31302,44,6,23,80.0,52.0
34150,45,4,14,74.0,46.0
16405,42,8,18,55.0,37.0
11601,45,11,3,88.0,78.0
31701,44,7,11,76.0,66.0
50802,43,11,12,76.0,61.0
20501,42,10,18,84.0,76.0
11704,44,3,28,86.0,64.0
31101,44,8,2,86.0,67.0
16504,45,8,11,48.0,38.0
82503,45,4,15,86.0,64.0
33303,43,12,20,65.0,52.0
10101,45,1,12,89.0,72.0
32602,45,2,6,72.0,59.0
31401,44,7,7,96.0,82.0
22502,44,12,17,75.0,64.0
22508,45,11,12,85.0,63.0
12801,44,11,6,82.0,62.0
60701,44,11,19,91.0,75.0
22502,40,9,5,88.0,69.0
13013,45,8,20,88.0,57.0
82403,44,5,13,86.0,46.0
10502,44,7,16,86.0,71.0
80510,44,10,26,89.0,76.0
11902,45,2,1,92.0,62.0
32701,45,11,29,86.0,48.0
82404,43,6,17,68.0,34.0
31101,45,2,3,80.0,56.0
40601,45,5,13,88.0,80.0
32601,43,4,12,91.0,72.0
11801,42,12,8,88.0,73.0
15027,45,5,28,60.0,39.0
31701,45,11,9,80.0,67.0
31701,45,1,6,80.0,57.0
50403,45,2,14,87.0,73.0
13005,43,6,20,94.0,61.0
80425,44,6,17,89.0,73.0
10802,44,2,6,88.0,75.0
10001,43,6,21,82.0,71.0
16202,41,10,3,51.0,39.0
42401,45,4,14,72.0,66.0
10804,44,6,3,89.0,72.0
40601,44,10,4,89.0,77.0
50302,43,11,27,87.0,78.0
32503,44,11,21,82.0,72.0
33305,44,11,7,61.0,46.0
80425,44,9,5,90.0,62.0
10102,44,9,2,82.0,73.0
32906,44,9,4,81.0,74.0
50302,45,2,14,82.0,73.0
42401,45,12,6,76.0,69.0
11701,44,10,8,92.0,73.0
11604,44,5,23,86.0,76.0
22509,41,7,28,86.0,75.0
32801,43,12,24,78.0,53.0
33305,45,6,27,92.0,65.0
32803,44,4,22,103.0,76.0
34150,45,7,13,90.0,60.0
34104,44,4,4,67.0,42.0
80412,45,7,22,83.0,72.0
50801,43,3,21,82.0,74.0
32601,45,5,5,95.0,78.0
50301,44,5,25,84.0,78.0
10803,45,9,2,86.0,75.0
32601,42,8,11,84.0,77.0
11902,45,7,22,87.0,71.0
12801,45,7,21,89.0,71.0
34109,44,2,14,49.0,33.0
11701,44,6,8,97.0,72.0
50401,45,12,2,88.0,72.0
32702,43,12,3,86.0,54.0
33307,45,8,5,91.0,71.0
32501,44,12,2,84.0,73.0
10505,45,6,26,87.0,71.0
10701,45,7,10,88.0,74.0
13601,42,6,17,82.0,73.0
10101,43,10,24,89.0,72.0
31701,43,7,12,78.0,63.0
61501,45,6,1,86.0,78.0
22508,44,10,28,78.0,67.0
82402,43,1,2,86.0,67.0
50401,44,11,15,91.0,70.0
82506,45,10,14,82.0,62.0
32815,44,8,2,93.0,78.0
50403,44,3,3,88.0,76.0
11101,44,2,13,70.0,63.0
40601,45,3,28,87.0,75.0
32803,43,3,15,93.0,58.0
50303,45,2,25,85.0,73.0
10803,41,1,24,88.0,77.0
81404,44,8,15,80.0,69.0
32701,44,3,29,82.0,58.0
32701,44,6,25,104.0,89.0
13601,45,4,15,73.0,66.0
60701,43,5,1,87.0,74.0
33031,45,1,31,67.0,37.0
10705,45,2,8,91.0,74.0
11615,45,5,9,85.0,70.0
22504,42,2,11,83.0,68.0
11704,43,7,1,89.0,66.0
20602,45,6,18,83.0,76.0
16407,42,10,29,37.0,30.0
12101,45,6,6,105.0,76.0
10803,44,2,15,91.0,74.0
50304,44,1,31,86.0,72.0
32603,45,11,24,90.0,62.0
31001,44,3,8,96.0,64.0
82503,44,2,28,92.0,71.0
33044,44,2,19,40.0,33.0
11610,45,11,22,76.0,71.0
41204,45,5,27,95.0,74.0
34111,44,5,3,68.0,40.0
34113,44,6,21,76.0,59.0
33405,45,12,25,59.0,28.0
41207,45,12,5,84.0,70.0
12701,43,9,20,91.0,72.0
82502,44,5,22,67.0,58.0
81404,44,9,18,84.0,74.0
16407,45,7,1,58.0,41.0
34104,44,3,23,43.0,37.0
34109,45,3,20,60.0,41.0
31101,44,4,10,103.0,69.0
41207,45,7,15,88.0,73.0
43201,45,12,22,34.0,20.0
40601,44,3,31,91.0,77.0
81702,45,6,5,81.0,64.0
61501,44,2,19,86.0,75.0
22504,43,7,13,86.0,74.0
15027,45,8,18,69.0,55.0
22507,44,8,23,87.0,68.0
50802,45,4,20,87.0,70.0
34109,44,3,21,57.0,37.0
50802,43,11,17,81.0,64.0
11604,43,9,5,87.0,79.0
22508,43,8,13,80.0,70.0
34003,44,9,29,75.0,50.0
12001,43,8,17,103.0,80.0
12801,44,12,16,74.0,51.0
20501,43,3,27,83.0,75.0
13601,44,4,4,72.0,65.0
82501,44,4,22,81.0,54.0
80411,43,12,28,87.0,75.0
50302,44,12,9,89.0,75.0
80509,45,7,23,86.0,68.0
31501,44,9,20,88.0,71.0
34012,44,11,9,62.0,43.0
60701,45,7,24,89.0,78.0
10502,41,10,22,92.0,70.0
32803,44,6,4,101.0,77.0
32815,45,5,1,95.0,75.0
10102,44,1,3,88.0,72.0
33031,45,8,29,107.0,71.0
10502,44,3,1,86.0,74.0
50802,44,10,12,77.0,59.0
11902,43,9,15,90.0,70.0
50403,45,9,18,88.0,72.0
15027,45,4,30,44.0,28.0
10704,45,6,15,86.0,75.0
10002,45,9,27,83.0,76.0
11606,44,4,8,86.0,75.0
22507,44,6,2,85.0,69.0
32701,43,8,3,92.0,77.0
82502,43,12,13,88.0,67.0
10102,44,12,23,91.0,72.0
10102,45,6,20,88.0,72.0
12701,45,4,22,92.0,68.0
50403,44,7,24,88.0,73.0
50802,44,8,27,77.0,63.0
50302,45,9,13,86.0,71.0
50403,45,9,22,90.0,72.0
32803,44,10,9,92.0,74.0
32602,44,5,13,92.0,78.0
11604,43,2,28,81.0,74.0
20501,45,12,13,85.0,76.0
16201,43,5,4,43.0,35.0
13201,45,2,2,66.0,58.0
50303,45,10,25,85.0,72.0
34147,45,11,29,52.0,32.0
16405,44,11,22,19.0,8.0
11606,43,5,14,85.0,75.0
10807,45,3,5,90.0,65.0
33303,45,11,12,79.0,60.0
10802,45,2,9,87.0,76.0
10502,44,9,1,89.0,71.0
33031,43,9,24,80.0,66.0
50301,45,7,30,82.0,75.0
20602,45,10,7,84.0,77.0
50302,44,9,15,87.0,74.0
20602,45,10,3,80.0,76.0
32701,44,4,13,100.0,72.0
32701,44,4,19,106.0,70.0
22502,42,8,23,87.0,72.0
16201,45,2,5,37.0,34.0
10804,45,9,30,89.0,73.0
16405,42,8,7,60.0,41.0
22502,42,10,7,87.0,72.0
50802,45,1,24,86.0,71.0
16201,45,10,4,46.0,35.0
34123,45,4,4,73.0,46.0
33003,45,2,21,51.0,41.0
10802,43,11,7,82.0,69.0
12801,43,12,18,66.0,57.0
61502,44,8,14,82.0,77.0
30001,44,1,5,87.0,75.0
81702,44,8,4,87.0,62.0
82405,43,11,11,84.0,58.0
31701,45,3,31,91.0,63.0
10502,45,8,19,90.0,73.0
32701,44,8,5,93.0,74.0
13013,45,8,16,90.0,65.0
82502,43,9,29,80.0,61.0
34109,44,4,4,60.0,40.0
12801,45,8,5,91.0,73.0
50802,43,5,29,80.0,65.0
81702,45,5,3,85.0,68.0
32702,44,11,12,86.0,59.0
10502,45,12,17,77.0,72.0
11901,44,7,1,75.0,61.0
32701,43,8,21,91.0,75.0
11701,44,4,22,89.0,73.0
11103,44,9,8,87.0,78.0
11701,44,6,1,92.0,72.0
32301,45,8,15,111.0,71.0
32702,43,9,23,90.0,73.0
32907,43,6,12,85.0,79.0
31501,43,10,11,86.0,66.0
82503,45,7,12,69.0,45.0
10803,42,5,6,95.0,78.0
82503,44,4,10,88.0,67.0
16201,45,10,27,42.0,36.0
32601,45,7,23,92.0,78.0
10802,43,11,8,87.0,70.0
10803,42,2,5,93.0,75.0
50302,45,7,30,86.0,70.0
81702,44,8,18,81.0,60.0
11604,45,3,3,80.0,73.0
22507,44,8,17,88.0,66.0
10803,45,5,28,86.0,74.0
33405,44,8,31,108.0,71.0
32815,44,6,19,102.0,83.0
31501,44,12,11,90.0,70.0
10803,42,2,18,94.0,78.0
16201,44,6,10,55.0,42.0
12001,44,9,10,97.0,58.0
16407,45,5,31,52.0,34.0
12801,43,5,4,87.0,68.0
61502,43,8,21,84.0,75.0
10704,45,1,15,86.0,70.0
11103,45,10,30,87.0,79.0
50301,44,6,13,85.0,76.0
11601,43,3,6,84.0,74.0
11501,43,10,28,86.0,76.0
20501,42,12,12,81.0,74.0
32602,44,6,23,96.0,80.0
33013,44,8,11,84.0,63.0
82402,42,7,27,59.0,37.0
33003,45,3,6,54.0,44.0
10703,44,2,18,88.0,72.0
33206,45,4,15,66.0,56.0
33003,44,5,4,81.0,45.0
33303,45,4,3,72.0,50.0
13601,45,12,23,67.0,60.0
11604,45,10,25,84.0,78.0
82405,45,7,28,72.0,59.0
33111,44,3,27,63.0,42.0
60701,42,11,8,87.0,78.0
81601,43,2,19,88.0,72.0
16202,43,11,12,41.0,29.0
16202,43,5,30,60.0,43.0
11604,45,9,8,86.0,75.0
32805,44,2,29,88.0,53.0
32701,42,9,29,93.0,67.0
33406,45,4,21,73.0,39.0
61501,45,11,4,84.0,76.0
61502,44,7,7,83.0,79.0
50303,44,6,30,82.0,71.0
22504,43,12,10,80.0,65.0
50302,45,1,3,84.0,75.0
81702,45,5,9,84.0,64.0
10701,42,1,8,89.0,71.0
33023,44,6,20,81.0,62.0
16407,45,2,10,28.0,23.0
22508,44,5,16,78.0,67.0
81702,45,5,1,88.0,71.0
10806,45,8,6,77.0,61.0
10001,45,6,29,86.0,75.0
12101,43,4,13,104.0,71.0
12701,45,1,25,82.0,54.0
34018,45,12,2,60.0,48.0
12001,44,2,12,78.0,45.0
22502,41,12,9,76.0,66.0
22504,42,9,14,84.0,74.0
12101,44,12,2,81.0,55.0
11606,43,6,22,88.0,78.0
81702,42,8,15,85.0,70.0
32702,43,10,24,95.0,65.0
32501,44,7,4,90.0,77.0
16201,44,6,30,56.0,45.0
16202,43,7,24,55.0,49.0
32801,42,11,19,87.0,57.0
32906,45,8,24,80.0,76.0
82502,43,12,8,82.0,63.0
11601,45,12,10,86.0,74.0
12101,43,4,27,98.0,67.0
31701,42,11,25,81.0,66.0
16201,44,5,28,50.0,38.0
32812,45,1,12,77.0,58.0
32815,45,5,18,95.0,75.0
12701,45,3,26,87.0,63.0
22502,40,10,9,86.0,65.0
13007,45,3,11,68.0,35.0
80411,44,8,23,86.0,73.0
32601,42,7,31,86.0,79.0
34002,44,6,18,66.0,59.0
33031,44,8,19,84.0,63.0
33307,45,6,25,92.0,67.0
50401,44,10,30,90.0,69.0
31701,45,8,4,79.0,65.0
20602,45,10,10,82.0,75.0
16405,43,10,27,28.0,13.0
13601,45,10,19,78.0,71.0
34139,45,6,17,86.0,57.0
34123,45,3,28,66.0,48.0
16101,44,4,13,39.0,32.0
80509,45,1,23,90.0,73.0
82403,43,10,1,86.0,51.0
81702,43,7,5,80.0,67.0
11606,42,9,14,91.0,80.0
12101,43,6,3,109.0,86.0
33023,45,7,14,85.0,72.0
16202,41,10,29,51.0,43.0
21501,43,12,31,80.0,61.0
50302,45,12,4,87.0,72.0
13201,45,5,26,65.0,56.0
10703,44,5,31,87.0,77.0
80504,44,8,25,85.0,74.0
10705,45,3,9,92.0,73.0
10502,44,10,14,92.0,70.0
10704,43,11,20,77.0,72.0
33117,44,6,2,78.0,64.0
11601,42,9,2,90.0,80.0
33023,45,1,17,64.0,35.0
10505,45,4,21,84.0,72.0
13201,45,6,4,76.0,62.0
81601,44,9,15,76.0,72.0
22509,41,3,9,79.0,65.0
34018,45,11,30,55.0,50.0
16202,42,12,11,41.0,30.0
13007,43,8,24,88.0,66.0
10102,42,9,12,89.0,70.0
10701,43,10,10,88.0,74.0
50302,43,9,5,87.0,72.0
22502,43,3,23,80.0,61.0
31302,44,5,31,79.0,55.0
10705,42,11,19,85.0,76.0
11701,44,3,12,89.0,65.0
11604,43,2,21,81.0,72.0
10803,41,3,24,89.0,78.0
50303,44,11,13,85.0,75.0
80510,45,6,26,86.0,78.0
11902,45,10,23,90.0,71.0
31001,43,5,26,99.0,78.0
32803,43,5,9,96.0,77.0
82502,44,10,29,83.0,59.0
16504,43,10,27,17.0,12.0
32503,45,8,3,102.0,87.0
12701,45,5,29,90.0,68.0
32603,45,10,25,96.0,70.0
34123,44,12,20,56.0,37.0
31101,45,1,22,97.0,64.0
82502,43,4,19,89.0,52.0
80504,44,2,13,88.0,76.0
31001,45,5,21,101.0,74.0
60701,45,3,19,90.0,75.0
12801,45,1,30,86.0,58.0
16504,45,2,24,-26.0,-30.0
33501,44,12,29,44.0,28.0
11610,41,11,21,85.0,73.0
13201,44,6,16,72.0,61.0
60701,44,6,6,91.0,77.0
34109,44,6,17,88.0,57.0
34123,44,10,14,68.0,49.0
32904,45,2,9,74.0,54.0
16405,43,10,14,34.0,20.0
11601,43,6,21,84.0,77.0
32702,44,4,25,103.0,74.0
16202,43,1,3,13.0,8.0
10002,44,2,1,84.0,74.0
32702,45,1,30,72.0,52.0
11604,43,8,13,84.0,75.0
50801,43,8,10,74.0,69.0
34013,44,11,1,63.0,47.0
12101,45,1,9,80.0,55.0
13601,43,10,3,82.0,72.0
10803,44,12,6,87.0,73.0
60701,45,1,16,87.0,77.0
34123,44,5,21,82.0,54.0
34150,45,11,5,66.0,51.0
50802,45,7,29,78.0,63.0
10502,43,7,27,87.0,70.0
32801,44,1,17,70.0,45.0
10701,42,2,17,93.0,76.0
32815,44,12,29,84.0,51.0
12801,44,9,12,93.0,69.0
22504,41,7,1,84.0,72.0
32601,42,12,9,84.0,51.0
33013,44,8,27,96.0,70.0
32501,45,6,3,90.0,79.0
81404,43,8,22,82.0,71.0
50303,44,9,23,82.0,70.0
10803,44,5,29,83.0,73.0
32904,43,9,23,91.0,75.0
81702,45,12,1,85.0,68.0
50302,45,7,17,84.0,72.0
13601,44,8,16,85.0,74.0
10806,44,9,23,79.0,60.0
13601,44,11,21,71.0,63.0
10803,42,11,10,88.0,74.0
16407,45,6,3,52.0,35.0
33401,44,4,19,86.0,69.0
60701,44,10,7,89.0,80.0
10802,43,11,18,83.0,72.0
16202,42,3,26,29.0,18.0
50304,45,1,6,86.0,70.0
31001,44,12,24,88.0,58.0
32904,44,6,18,80.0,74.0
33031,45,10,19,86.0,69.0
16201,44,12,28,45.0,28.0
33305,45,12,28,60.0,33.0
34013,44,11,10,56.0,40.0
80510,44,11,18,88.0,73.0
13007,44,11,19,65.0,52.0
11704,44,3,27,88.0,65.0
82402,43,2,20,84.0,58.0
32801,45,9,16,90.0,77.0
32501,45,5,22,98.0,75.0
50403,43,7,3,92.0,77.0
16504,44,4,3,17.0,-4.0
32602,45,6,23,91.0,83.0
10001,43,1,13,89.0,71.0
82506,45,7,3,74.0,57.0
10803,42,2,16,93.0,74.0
81404,43,1,31,89.0,75.0
34123,44,10,21,71.0,45.0
21501,44,7,18,80.0,65.0
10718,44,1,25,90.0,71.0
22508,43,12,13,79.0,61.0
33044,44,6,7,91.0,55.0
10701,45,6,7,92.0,75.0
12101,45,4,23,102.0,72.0
82405,45,2,20,90.0,76.0
11601,44,10,18,90.0,73.0
33031,44,12,20,60.0,41.0
34111,44,5,28,73.0,59.0
12701,44,11,10,90.0,67.0
31101,44,5,31,107.0,80.0
11901,43,8,6,77.0,59.0
10802,43,8,23,88.0,74.0
82503,44,1,29,92.0,70.0
33305,44,9,5,102.0,67.0
13007,44,4,24,68.0,43.0
81702,43,10,11,85.0,69.0
16201,45,1,4,38.0,20.0
13005,44,8,8,98.0,68.0
50801,44,3,30,82.0,72.0
10705,45,10,26,86.0,73.0
34109,43,12,13,58.0,46.0
32603,45,8,22,102.0,78.0
34105,43,10,8,82.0,57.0
41207,45,11,10,88.0,75.0
80411,45,1,17,92.0,76.0
11606,43,12,19,85.0,77.0
13013,45,10,7,81.0,56.0
31701,44,12,13,81.0,61.0
13002,45,11,14,77.0,55.0
22504,40,7,12,85.0,74.0
11604,44,7,15,85.0,73.0
32815,44,11,9,89.0,61.0
81404,44,3,21,86.0,73.0
50303,44,9,25,83.0,71.0
33303,44,4,9,75.0,54.0
11801,45,7,11,89.0,73.0
50403,45,10,24,89.0,71.0
33501,45,6,1,85.0,54.0
33405,45,9,29,101.0,66.0
34109,44,8,23,88.0,70.0
33406,45,7,11,93.0,51.0
34111,44,1,19,51.0,28.0
10502,44,3,3,89.0,72.0
32503,45,3,23,71.0,66.0
81601,45,2,2,88.0,73.0
11701,43,2,27,85.0,72.0
10718,45,7,13,90.0,75.0
10001,42,12,17,88.0,73.0
12101,44,8,18,105.0,83.0
32907,44,2,13,78.0,47.0
13201,45,7,12,72.0,63.0
22508,44,10,3,80.0,67.0
31001,44,6,26,92.0,69.0
50403,44,7,26,90.0,71.0
13601,43,4,6,68.0,59.0
32907,44,4,21,93.0,63.0
33109,44,5,15,80.0,58.0
31302,45,3,23,78.0,50.0
50802,45,3,10,91.0,75.0
82405,44,12,18,89.0,71.0
50304,44,3,6,88.0,73.0
82506,45,3,27,86.0,63.0
31701,44,9,14,87.0,69.0
82502,43,12,2,83.0,65.0
31401,44,8,14,93.0,81.0
16202,44,8,22,55.0,51.0
10701,45,3,19,93.0,74.0
10101,43,9,10,85.0,72.0
10701,41,10,28,88.0,73.0
31302,44,4,13,80.0,56.0
11501,45,9,10,87.0,74.0
33109,44,3,29,62.0,47.0
32701,43,12,27,80.0,46.0
11501,44,4,23,85.0,71.0
50401,43,2,4,90.0,71.0
61501,44,2,28,86.0,78.0
50801,45,11,8,79.0,71.0
10718,43,8,18,82.0,74.0
10502,44,1,27,86.0,70.0
40601,44,4,24,89.0,79.0
81702,44,5,3,85.0,70.0
11604,43,7,31,85.0,73.0
13201,45,3,2,66.0,59.0
16504,45,1,22,44.0,24.0
40601,44,8,17,86.0,75.0
10718,42,11,6,81.0,73.0
32501,43,6,23,90.0,78.0
11901,45,9,17,74.0,60.0
13601,43,7,2,84.0,75.0
10807,45,1,6,90.0,66.0
50401,44,6,23,90.0,73.0
11601,45,3,8,83.0,74.0
12001,45,2,18,75.0,43.0
10002,45,1,15,86.0,76.0
10802,43,9,15,87.0,75.0
34113,44,4,7,67.0,49.0
33501,44,9,25,80.0,60.0
32501,44,8,1,86.0,74.0
33014,44,5,24,68.0,45.0
34123,44,7,29,92.0,66.0
13601,43,4,22,72.0,63.0
12701,45,4,1,91.0,65.0
33405,45,2,23,66.0,43.0
80411,45,4,16,86.0,73.0
31501,44,4,21,89.0,69.0
41204,45,12,20,87.0,70.0
22502,45,11,25,82.0,63.0
10803,41,4,21,89.0,81.0
16202,43,1,2,23.0,12.0
33014,43,12,20,59.0,49.0
11103,44,11,15,83.0,74.0
33401,44,9,27,107.0,72.0
10502,44,8,16,90.0,72.0
10102,42,7,18,78.0,72.0
12702,44,5,26,84.0,78.0
33406,44,12,6,32.0,20.0
41207,45,8,15,85.0,72.0
10718,42,11,12,82.0,72.0
50302,44,1,23,86.0,72.0
12101,45,7,27,109.0,78.0
50801,42,7,17,69.0,64.0
33013,44,7,24,90.0,62.0
31701,43,6,27,85.0,64.0
13002,44,2,2,63.0,40.0
16407,44,6,19,48.0,33.0
13005,45,9,24,89.0,61.0
10802,45,9,13,89.0,75.0
22504,42,4,21,81.0,69.0
33013,44,9,8,81.0,64.0
82403,42,11,11,100.0,76.0
10803,41,1,13,89.0,71.0
16504,45,10,23,18.0,12.0
33303,44,7,10,94.0,72.0
22508,40,5,15,87.0,67.0
50302,45,1,23,90.0,73.0
33031,43,6,25,82.0,60.0
81702,43,6,22,88.0,65.0
10505,45,2,27,82.0,71.0
13601,42,7,28,84.0,76.0
10803,45,9,21,86.0,73.0
32803,42,12,23,83.0,60.0
82502,44,5,21,74.0,53.0
10001,43,12,28,89.0,75.0
50303,45,1,14,86.0,72.0
11704,43,6,24,86.0,72.0
13601,41,12,29,70.0,59.0
50401,45,3,25,85.0,73.0
32702,43,11,24,88.0,55.0
34150,45,7,7,86.0,60.0
13601,44,4,6,63.0,52.0
50801,45,11,25,77.0,70.0
10502,43,10,23,90.0,71.0
10505,44,11,10,92.0,68.0
10803,45,6,30,90.0,74.0
31701,43,1,18,98.0,62.0
33031,43,1,8,58.0,45.0
32803,43,4,9,91.0,71.0
81404,43,11,18,90.0,77.0
33501,44,12,6,47.0,30.0
10505,44,10,23,92.0,65.0
11601,41,12,24,84.0,75.0
12001,44,10,1,100.0,71.0
50801,42,12,1,73.0,67.0
33003,44,10,22,72.0,57.0
22502,43,3,18,77.0,59.0
31501,43,6,21,88.0,82.0
61501,43,10,3,82.0,72.0
11902,44,8,8,90.0,71.0
81601,44,7,22,78.0,72.0
11606,45,5,9,87.0,77.0
20501,45,9,15,88.0,74.0
20602,45,6,23,84.0,78.0
11601,43,1,27,82.0,72.0
21501,45,6,29,82.0,66.0
34104,45,3,25,74.0,36.0
42401,45,10,26,85.0,77.0
80509,44,10,3,89.0,71.0
31302,44,6,28,72.0,52.0
10803,42,3,24,90.0,73.0
13005,44,6,29,90.0,60.0
33109,45,11,22,66.0,48.0
11901,44,3,10,73.0,55.0
13601,42,10,9,82.0,71.0
31701,44,12,17,79.0,58.0
11601,44,11,6,88.0,81.0
50801,45,10,12,76.0,69.0
32803,43,6,1,90.0,70.0
50801,44,3,29,84.0,74.0
50802,45,4,9,85.0,68.0
33401,44,8,16,110.0,78.0
10718,43,3,26,90.0,74.0
13601,42,10,12,82.0,74.0
10803,45,12,19,85.0,72.0
32501,45,4,21,92.0,74.0
33109,45,12,21,71.0,45.0
81601,43,10,15,89.0,73.0
11901,45,8,16,73.0,60.0
34003,44,10,9,70.0,55.0
32801,44,6,20,103.0,84.0
82403,42,7,27,71.0,46.0
16504,44,8,24,49.0,37.0
16504,43,4,25,32.0,20.0
81404,43,6,6,85.0,74.0
10701,40,1,26,90.0,70.0
